carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.43,Premium,H,I1,62.0,59.0,4.83,4.78,2.98,522.4741800195666
1.0,Fair,H,SI2,66.1,59.0,6.18,6.13,4.07,4030.9302260364398
1.01,Ideal,F,VS2,60.3,56.0,6.56,6.5,3.94,5585.083574079234
0.97,Premium,F,SI2,59.9,59.0,6.45,6.38,3.84,3635.4435329407347
0.3,Very Good,E,SI1,62.9,56.0,4.24,4.31,2.69,498.4244057900596
1.53,Very Good,E,VS2,61.2,60.0,7.49,7.4,4.56,10354.627872641297
0.71,Premium,J,SI1,62.4,61.0,5.68,5.63,3.53,2577.2568584695027
1.0,Premium,D,SI2,60.3,58.0,6.48,6.45,3.9,3962.842029799415
0.75,Very Good,D,SI1,59.7,62.0,5.89,5.94,3.53,2474.6655499903245
1.04,Ideal,G,VS2,61.6,55.0,6.51,6.55,4.02,6098.753230534177
0.24,Very Good,F,VVS1,63.5,54.0,3.92,3.96,2.5,553.5165021681669
0.28,Good,H,VVS1,56.0,64.0,4.38,4.41,2.46,551.0712401887074
1.0,Ideal,H,SI1,61.9,57.0,6.43,6.39,3.97,4851.883228376093
0.7,Very Good,G,SI1,63.0,59.0,5.64,5.67,3.56,2422.686481669488
1.86,Very Good,J,VS2,62.5,55.0,7.81,7.9,4.91,14177.423470299422
1.65,Ideal,J,SI1,62.5,56.0,7.59,7.54,4.73,10975.367314012481
0.51,Premium,F,SI1,62.7,62.0,5.09,4.96,3.15,1276.6341035562677
1.09,Premium,E,VVS2,59.9,59.0,6.73,6.7,4.02,7887.128398203669
2.47,Premium,J,SI2,59.4,59.0,8.85,8.79,5.24,16905.205065375612
1.0,Ideal,D,VS1,62.4,55.0,6.4,6.43,4.0,6166.011542911111
0.3,Ideal,G,VS1,61.8,54.0,4.32,4.29,2.66,561.6972896284337
1.07,Ideal,E,VVS2,61.8,54.0,6.56,6.61,4.07,8078.90991583092
0.7,Very Good,E,SI2,63.1,56.0,5.66,5.63,3.56,1912.2151727878581
0.38,Ideal,F,VVS1,61.9,54.0,4.67,4.7,2.9,1121.8732879285783
1.37,Ideal,I,VS2,61.5,55.0,7.18,7.2,4.42,9193.8103882401
0.42,Ideal,F,VS1,61.6,56.0,4.82,4.8,2.96,1223.9841108683463
0.3,Ideal,H,IF,62.1,57.0,4.29,4.31,2.67,618.8597452305307
1.04,Premium,H,SI1,60.7,62.0,6.57,6.51,3.97,4881.459687063416
0.75,Premium,F,VVS2,62.4,57.0,5.88,5.75,3.63,4296.308621526776
0.7,Premium,G,VS2,61.6,58.0,5.69,5.73,3.52,2992.4584909529563
0.55,Ideal,E,VS1,61.5,57.0,5.23,5.27,3.23,2220.843258347759
2.0,Ideal,H,VS2,60.5,56.0,8.34,8.22,5.01,15342.695623007523
0.7,Ideal,I,VVS2,62.3,55.0,5.66,5.7,3.54,4123.500935533656
0.31,Good,G,VVS1,58.0,62.0,4.42,4.47,2.58,592.998811199562
1.51,Fair,G,I1,65.6,54.0,7.28,7.1,4.72,4039.3899461550673
1.06,Ideal,I,SI1,61.9,54.0,6.56,6.59,4.07,5388.181748721623
0.63,Good,F,SI2,64.2,56.0,5.4,5.34,3.45,1420.184664056806
0.3,Ideal,H,VVS2,61.3,56.0,4.35,4.33,2.66,574.9488124213544
0.5,Ideal,D,VVS2,61.9,55.1,5.07,5.1,3.15,2209.5912348619945
0.35,Ideal,E,VVS1,62.2,56.0,4.53,4.51,2.81,1070.73751835485
0.46,Premium,E,VS1,61.9,58.0,4.94,4.91,3.05,1370.9431269397592
0.5,Very Good,G,SI1,62.8,56.0,5.05,5.08,3.18,1158.3249774486544
0.7,Good,D,SI1,58.8,64.0,5.74,5.79,3.39,2009.6405195731568
0.7,Very Good,E,VS1,63.4,62.0,5.64,5.56,3.55,3142.5439956759633
0.32,Ideal,D,VS2,61.9,55.0,4.43,4.39,2.73,610.2576002253772
1.28,Premium,G,VS1,60.9,58.0,7.09,7.01,4.29,8518.953884566763
1.01,Good,G,SI2,63.7,59.0,6.38,6.31,4.04,3882.306317605879
0.7,Very Good,G,SI2,63.3,57.0,5.61,5.51,3.52,1999.329108915248
0.71,Very Good,F,SI1,61.8,58.0,5.72,5.81,3.56,2378.5110380161486
1.51,Very Good,I,SI1,63.1,56.0,7.28,7.33,4.61,9549.936637611612
1.28,Very Good,F,VVS2,58.9,57.0,7.13,7.17,4.21,9920.109570828754
1.28,Ideal,F,SI2,59.7,57.0,7.12,7.06,4.23,6177.994325400676
1.01,Very Good,E,VS2,62.0,55.0,6.42,6.46,3.99,5511.16016629968
0.32,Ideal,F,VVS2,62.1,55.0,4.37,4.39,2.72,853.4515041636723
0.7,Ideal,G,VVS2,60.8,56.0,5.75,5.79,3.51,3928.353070583214
0.33,Premium,I,SI1,60.4,59.0,4.54,4.5,2.73,818.7726868193154
0.35,Good,D,SI1,63.3,56.0,4.5,4.53,2.86,340.9586597287266
1.23,Ideal,H,SI2,62.4,57.0,6.79,6.84,4.25,6388.248601884123
1.11,Ideal,F,SI1,61.1,57.0,6.67,6.69,4.08,5799.682134443015
1.71,Very Good,D,SI2,63.5,59.0,7.57,7.59,4.81,10161.318581374922
1.5,Very Good,E,VS2,62.1,60.0,7.27,7.31,4.53,10405.690568675323
0.7,Very Good,E,VS2,58.8,56.0,5.79,5.84,3.42,2604.5401530681615
0.33,Very Good,H,SI1,63.0,58.0,4.4,4.42,2.78,474.85799989521865
0.32,Ideal,E,VS2,61.6,56.0,4.4,4.43,2.72,674.9627791544126
1.57,Ideal,J,VVS2,61.4,57.0,7.5,7.45,4.59,14015.564274341676
0.52,Ideal,H,SI1,61.9,56.0,5.16,5.22,3.2,1473.6320686409472
0.32,Premium,F,VVS1,60.7,58.0,4.4,4.43,2.68,706.096779831837
0.34,Very Good,I,SI1,60.4,56.0,4.54,4.56,2.75,740.2264474636771
1.74,Premium,D,SI2,61.9,58.0,7.73,7.67,4.77,10334.239942953618
0.4,Very Good,F,IF,62.8,57.0,4.65,4.68,2.93,1608.0078578753637
0.32,Ideal,G,SI2,61.6,56.0,4.4,4.43,2.72,575.0742614317414
2.26,Ideal,I,SI1,62.4,57.0,8.43,8.37,5.24,17384.336926339427
1.0,Fair,G,VS2,44.0,53.0,6.31,6.24,4.12,5230.846049674242
0.8,Very Good,D,SI1,62.9,60.0,5.89,5.94,3.72,3183.863745656288
1.09,Ideal,E,SI2,61.9,55.0,6.6,6.64,4.1,5063.786293240496
0.9,Ideal,E,VS2,62.7,56.0,6.14,6.18,3.86,4961.478775489814
0.76,Ideal,H,SI1,62.4,55.0,5.87,5.83,3.65,2940.209034820301
1.54,Ideal,G,VS2,61.4,57.0,7.47,7.42,4.57,10898.891123945024
0.55,Ideal,E,SI1,61.7,57.0,5.27,5.23,3.24,1560.659269067005
0.32,Ideal,G,IF,61.4,55.0,4.42,4.44,2.72,777.159152647162
0.93,Premium,F,SI1,62.5,58.0,6.22,6.19,3.88,4267.619841633468
0.39,Premium,H,VS1,61.7,57.0,4.68,4.65,2.88,919.367218254095
0.51,Very Good,H,SI1,62.0,57.0,5.11,5.19,3.19,1162.9196326602214
0.34,Ideal,E,SI1,62.9,55.0,4.5,4.47,2.82,638.7155788626505
0.31,Good,F,SI1,64.1,61.0,4.29,4.2,2.72,692.3242935169386
0.7,Premium,F,SI2,61.9,62.0,5.69,5.66,3.51,2054.534906579143
0.36,Premium,J,SI1,61.6,60.0,4.54,4.58,2.81,691.9204423198321
0.53,Premium,E,VS2,59.8,58.0,5.26,5.27,3.15,1570.5467151863509
0.32,Good,I,SI1,63.5,57.0,4.3,4.33,2.74,448.46729434373174
0.31,Ideal,G,IF,62.6,57.0,4.32,4.3,2.7,816.605370460949
0.44,Very Good,J,VS1,61.9,57.0,4.83,4.9,3.01,1157.853175826313
1.02,Very Good,D,VS2,62.7,58.0,6.35,6.44,4.01,5792.668750398452
2.09,Ideal,H,SI2,60.6,57.0,8.3,8.2,5.0,13600.925933298471
1.5,Ideal,D,VS2,62.6,56.0,7.21,7.27,4.53,10895.71614582574
0.91,Very Good,G,SI2,63.4,60.0,6.11,6.06,3.86,3486.035134405273
0.33,Ideal,F,VVS2,61.8,54.0,4.47,4.5,2.77,796.9017422989295
1.01,Good,F,VVS2,62.7,61.0,6.3,6.34,3.96,7272.652870276179
0.41,Ideal,F,VVS1,60.9,56.0,4.83,4.79,2.93,1316.2389720898204
0.32,Ideal,H,VVS1,61.9,55.0,4.37,4.38,2.71,945.3745496398658
1.17,Good,H,SI2,63.8,58.0,6.57,6.73,4.24,5564.22065230644
0.32,Ideal,I,VS1,62.4,54.0,4.36,4.39,2.73,768.684440241429
1.3,Ideal,G,VS2,61.9,55.0,7.04,7.01,4.35,8530.537352781812
1.01,Good,D,SI2,64.5,58.0,6.18,6.26,4.01,4433.472326081174
0.3,Ideal,F,IF,60.4,60.0,4.32,4.35,2.62,568.040470555477
0.8,Ideal,G,SI2,61.6,56.0,5.97,6.01,3.69,2897.986568453706
0.36,Ideal,D,SI1,59.5,56.0,4.68,4.63,2.77,433.60474764281344
1.21,Premium,J,VS2,61.9,58.0,6.84,6.79,4.22,7537.839926616628
0.71,Fair,H,VS2,62.1,70.0,5.67,5.6,3.5,2615.3676539194157
0.65,Very Good,I,VVS1,61.8,56.0,5.53,5.57,3.43,3398.471590110087
1.01,Premium,E,VS2,62.2,58.0,6.41,6.36,3.97,5710.687601205882
0.51,Ideal,G,VS1,61.7,56.0,5.1,5.2,3.18,1930.7894059955984
1.5,Ideal,I,VVS2,60.7,60.0,7.35,7.4,4.48,13229.947448939438
0.5,Ideal,D,VS2,61.9,59.0,5.07,5.1,3.15,1738.0925548311275
0.25,Very Good,D,VVS1,63.8,54.0,3.94,3.99,2.53,667.09985360213
1.01,Fair,D,SI1,65.9,60.0,6.32,6.18,4.12,4619.171462703247
0.72,Premium,E,SI2,61.6,59.0,5.83,5.68,3.55,1915.3872103500057
0.32,Ideal,D,SI1,59.3,55.0,4.51,4.53,2.68,351.0482046782877
0.37,Premium,I,VS1,61.4,59.0,4.61,4.55,2.81,778.1137027792938
0.36,Ideal,H,VS2,61.0,57.0,4.59,4.63,2.81,827.2082968386107
0.33,Premium,E,SI1,60.2,58.0,4.55,4.49,2.72,839.767821809176
0.7,Premium,H,SI1,59.0,60.0,5.86,5.81,3.44,1955.692422523184
1.02,Ideal,G,VS2,61.9,53.0,6.5,6.48,4.02,5845.610907130737
1.04,Ideal,G,VS1,61.9,57.0,6.51,6.55,4.04,6505.412584192649
0.32,Ideal,G,VVS2,61.5,57.0,4.43,4.39,2.71,719.4334708172855
1.12,Ideal,G,VVS2,61.6,55.0,6.68,6.74,4.13,8617.505787378344
1.64,Premium,E,SI1,61.8,59.0,7.55,7.51,4.65,10789.068342856615
0.55,Very Good,F,SI1,59.5,61.0,5.28,5.41,3.18,1299.8680516633476
0.3,Ideal,G,SI1,62.3,54.0,4.29,4.32,2.68,658.231889964492
0.57,Ideal,G,VS1,62.5,54.2,5.29,5.31,3.31,2377.3782669305965
0.51,Ideal,G,SI2,62.0,56.0,5.13,5.16,3.19,1231.9484334630433
1.52,Ideal,I,SI2,60.2,57.0,7.47,7.38,4.47,8367.936354653282
0.4,Ideal,F,SI1,62.6,54.0,4.77,4.7,2.96,752.0355930959208
0.3,Ideal,D,SI1,61.0,56.0,4.35,4.37,2.66,493.79096802356844
2.05,Very Good,E,SI2,62.5,56.0,8.08,8.17,5.08,13282.739021829999
0.53,Ideal,E,VS1,60.1,57.0,5.25,5.31,3.17,1897.8581808693307
0.3,Ideal,E,SI2,62.1,54.0,4.32,4.35,2.69,513.515713728918
0.32,Ideal,F,VS1,61.3,55.0,4.43,4.46,2.72,623.040629957788
1.39,Very Good,I,VS1,62.2,57.0,7.17,7.1,4.44,9743.886473883867
0.71,Very Good,D,VS2,63.0,58.0,5.65,5.68,3.57,3026.752504242474
0.3,Ideal,F,IF,61.1,57.0,4.39,4.35,2.67,644.8256331647121
0.5,Fair,D,SI1,64.6,58.0,5.0,4.97,3.22,953.1909299087201
0.55,Ideal,G,VS2,61.1,57.0,5.29,5.31,3.24,1963.3552154818553
0.9,Fair,J,SI1,64.6,61.0,5.92,5.87,3.81,4165.784443296246
1.28,Ideal,I,SI2,62.5,59.0,6.88,6.95,4.32,6815.822574644782
0.41,Very Good,D,SI2,59.9,60.0,4.78,4.8,2.87,370.5528160480035
1.13,Good,F,SI2,64.0,58.0,6.52,6.58,4.19,5129.712415915196
0.71,Ideal,G,VVS2,62.5,57.0,5.7,5.73,3.57,4195.743264731621
1.01,Premium,F,VS2,62.3,58.0,6.34,6.3,3.94,5854.914219855897
1.13,Premium,G,SI2,61.5,59.0,6.73,6.69,4.13,5006.870117372856
1.0,Ideal,I,SI2,58.8,55.0,6.53,6.46,3.82,4038.259682280047
1.0,Very Good,H,SI1,63.6,54.0,6.33,6.37,4.04,4843.463257551506
2.0,Fair,H,I1,66.8,57.0,7.81,7.72,5.19,6402.7008157555865
0.43,Very Good,D,SI2,63.4,57.0,4.81,4.78,3.04,528.6536842487185
0.47,Premium,G,SI1,59.5,60.0,5.09,5.06,3.02,754.6021103889984
1.33,Premium,I,VS1,61.5,58.0,7.02,7.06,4.33,9386.813298200035
1.22,Premium,I,SI2,62.3,58.0,6.85,6.8,4.25,5855.713140686173
0.32,Premium,H,VS2,61.4,60.0,4.41,4.39,2.7,469.2703539928839
0.33,Very Good,G,VS2,60.6,61.0,4.46,4.49,2.71,321.33845455913615
0.24,Ideal,F,IF,62.9,55.0,3.96,3.98,2.5,511.44933918468973
0.33,Premium,H,VS2,58.8,62.0,4.53,4.49,2.65,357.41944555529335
1.01,Premium,D,VS2,60.4,58.0,6.57,6.47,3.94,5379.831505364512
0.54,Premium,F,SI1,62.3,58.0,5.26,5.2,3.26,1280.8081960993018
0.32,Premium,G,VVS2,62.3,58.0,4.35,4.38,2.72,760.2720848003628
1.45,Premium,F,VS2,61.1,58.0,7.31,7.23,4.44,9823.589762931202
0.3,Very Good,H,VS1,62.4,60.0,4.23,4.29,2.66,420.0464742497916
1.2,Very Good,J,VS1,59.1,61.0,6.94,7.0,4.12,7542.761380935953
1.01,Ideal,G,VS1,61.8,58.0,6.4,6.42,3.96,6306.6978230383775
1.04,Very Good,H,SI1,62.8,57.0,6.44,6.48,4.06,5117.656660476256
1.5,Fair,H,SI1,65.0,57.0,7.1,7.06,4.6,9535.832890738317
1.07,Ideal,E,SI2,61.4,57.0,6.62,6.57,4.05,4719.573453022151
0.31,Ideal,F,VVS1,61.4,56.0,4.37,4.4,2.69,716.260929869952
1.0,Very Good,E,SI2,62.6,58.0,6.33,6.39,3.98,4151.221901093307
1.68,Ideal,D,SI2,62.7,55.0,7.45,7.58,4.71,10549.612279149971
0.9,Premium,H,SI2,62.1,59.0,6.13,6.04,3.78,3506.6508567496676
0.91,Premium,F,VS2,62.2,58.0,6.17,6.21,3.85,4852.426883022936
1.39,Ideal,G,IF,60.6,55.0,7.27,7.21,4.39,13503.234585583505
0.41,Ideal,E,VVS2,60.0,57.0,4.81,4.85,2.9,1337.3533687405825
1.31,Very Good,J,SI1,62.3,55.0,6.98,7.02,4.36,7508.152526633083
1.39,Very Good,G,VS2,62.6,56.0,7.08,7.11,4.44,9304.801273360474
0.4,Good,F,SI1,63.3,58.0,4.69,4.72,2.98,543.7806809808358
1.45,Fair,J,SI2,58.6,68.0,7.45,7.33,4.34,6656.198987149064
0.32,Ideal,F,VS1,61.7,56.0,4.39,4.42,2.72,706.2656644055833
1.01,Premium,G,VS1,61.2,58.0,6.47,6.33,3.92,5973.948902745608
0.9,Good,G,SI1,63.9,60.0,6.1,6.07,3.89,3850.722457918362
1.5,Very Good,H,VS2,63.4,57.0,7.27,7.2,4.59,10400.846647760423
0.41,Ideal,I,VVS1,62.3,53.0,4.77,4.79,2.98,1404.0695941742083
0.74,Premium,G,SI1,60.5,58.0,5.93,5.88,3.57,2336.491335850853
0.4,Premium,E,SI1,61.0,59.0,4.74,4.71,2.88,694.5228524821678
0.9,Premium,E,SI2,59.2,60.0,6.31,6.23,3.71,3078.9572358080222
1.3,Premium,H,SI2,60.7,59.0,7.06,7.0,4.27,6361.482358445319
1.53,Premium,E,SI1,61.3,59.0,7.35,7.4,4.52,9802.653771435034
1.02,Premium,E,SI2,59.9,58.0,6.6,6.55,3.94,3918.881567992431
1.07,Premium,D,SI2,62.6,61.0,6.49,6.42,4.04,4808.051897708641
0.7,Good,J,VVS2,63.2,55.0,5.63,5.57,3.54,3770.4212329159327
0.77,Premium,H,SI1,60.7,58.0,5.95,5.91,3.6,2713.2401543855212
2.01,Very Good,I,VS1,63.5,59.0,8.03,7.93,5.07,16742.289834092884
0.44,Ideal,G,SI1,62.7,57.0,4.85,4.82,3.03,1124.313754169059
0.57,Ideal,D,SI1,61.4,55.0,5.34,5.35,3.28,1680.4421858110354
2.03,Premium,H,I1,59.4,59.0,8.31,8.22,4.91,7207.116400502145
0.57,Very Good,I,SI1,63.3,56.0,5.29,5.27,3.34,1488.9061072807517
0.41,Ideal,E,VVS1,61.1,56.0,4.8,4.82,2.94,1308.4022465473213
1.22,Premium,H,SI1,60.6,60.0,6.92,6.85,4.17,6497.242319098813
0.31,Ideal,G,VVS1,62.0,54.0,4.38,4.39,2.72,718.8731717174528
0.51,Premium,D,SI2,59.5,61.0,5.19,5.16,3.08,845.1396399968107
0.25,Premium,F,VS1,61.2,59.0,4.05,4.02,2.47,556.7134232303256
1.24,Ideal,G,VVS1,62.3,56.0,6.86,6.89,4.28,10874.811447189324
2.01,Very Good,I,SI1,61.8,62.0,7.98,8.07,4.96,14794.452787566395
0.31,Ideal,F,IF,61.4,56.0,4.4,4.43,2.71,632.2464371147148
0.56,Ideal,G,VS2,62.1,56.0,5.31,5.29,3.29,2056.0325401552263
0.31,Premium,F,VS2,60.7,61.0,4.4,4.36,2.66,353.4099960382018
1.51,Ideal,G,VS2,61.9,57.0,7.37,7.3,4.54,10696.857738071416
1.08,Premium,D,VS2,61.2,60.0,6.63,6.61,4.05,6208.752766966889
1.01,Premium,E,VVS2,61.8,59.0,6.42,6.39,3.96,7282.280726230663
0.56,Premium,F,VS2,60.5,59.0,5.42,5.33,3.25,1644.0504560955
1.01,Good,G,VS1,63.2,61.0,6.33,6.35,4.01,5944.0640521321875
0.35,Very Good,H,VVS1,61.2,60.0,4.5,4.55,2.77,827.4319850347597
0.51,Very Good,E,VS2,63.3,57.0,5.12,5.05,3.22,1400.605560368217
0.32,Ideal,J,VS2,62.1,54.0,4.38,4.44,2.74,717.365637695756
0.43,Very Good,G,VVS1,61.3,57.0,4.85,4.87,2.98,1319.9630623467197
1.02,Premium,F,SI2,62.5,57.0,6.47,6.43,4.03,4235.890291880438
0.5,Good,G,SI1,63.6,55.0,5.03,5.06,3.21,1056.030233887972
0.78,Ideal,I,VVS2,62.4,56.0,5.87,5.9,3.67,4944.526325777249
0.25,Ideal,G,VS1,62.5,55.0,4.0,4.02,2.51,524.0661645744722
1.06,Ideal,G,VVS2,61.6,56.3,6.53,6.56,4.03,7983.02476217097
1.53,Very Good,E,SI1,63.5,58.0,7.35,7.29,4.65,9597.197052970843
0.9,Good,F,VS1,63.3,59.0,6.03,6.07,3.83,5010.758151183691
0.31,Premium,G,VS2,61.5,59.0,4.36,4.32,2.67,435.5735744400331
0.4,Ideal,G,IF,61.1,56.0,4.76,4.79,2.92,1568.7498277257496
0.4,Very Good,G,SI2,63.2,56.0,4.73,4.7,2.98,340.2252375551716
1.2,Very Good,F,IF,62.3,60.0,6.74,6.8,4.22,10975.523588985725
0.71,Premium,D,SI1,60.6,58.0,5.79,5.77,3.5,2297.689673871131
0.82,Premium,G,SI2,62.3,58.0,5.96,5.98,3.72,2951.9329357037077
1.01,Ideal,F,VS2,62.0,56.0,6.46,6.51,4.02,5795.33644099871
0.82,Ideal,E,SI1,61.8,55.0,5.97,6.01,3.7,3560.9943443045663
0.74,Ideal,D,SI1,61.5,56.0,5.8,5.84,3.58,2879.3506504514207
0.74,Ideal,F,IF,61.9,55.0,5.79,5.84,3.6,5393.550142115608
2.25,Fair,H,I1,67.7,58.0,8.01,7.97,5.41,7620.1364500089985
0.59,Very Good,G,VS2,62.8,56.0,5.3,5.34,3.34,2119.877695767049
1.2,Ideal,I,VS2,62.5,56.0,6.77,6.74,4.22,7729.936110378954
0.52,Very Good,E,VS2,62.8,58.0,5.11,5.14,3.22,1561.0705590982861
0.54,Ideal,H,VS2,62.6,57.0,5.24,5.2,3.27,1927.8970101417685
0.31,Ideal,E,VS2,61.0,56.0,4.41,4.38,2.68,516.25920621158
1.01,Premium,E,I1,59.8,58.0,6.57,6.53,3.92,3033.228133838854
0.37,Ideal,D,VS2,61.4,55.0,4.64,4.67,2.86,859.5840070510335
1.1,Premium,D,VS2,60.0,59.0,6.67,6.6,3.98,6395.428485654056
0.56,Very Good,H,SI1,59.9,60.0,5.3,5.35,3.19,1352.1436849026827
0.29,Ideal,H,VVS1,62.1,55.0,4.28,4.3,2.66,631.2891275186071
0.9,Ideal,F,SI1,61.0,56.0,6.17,6.19,3.77,4153.6185926824255
0.91,Premium,G,SI1,58.0,59.0,6.45,6.38,3.72,3352.828253204112
1.04,Ideal,G,VS2,62.6,55.0,6.45,6.49,4.05,6221.998598136923
0.42,Very Good,D,SI1,60.8,59.0,4.82,4.85,2.94,636.5895491998817
1.01,Premium,H,SI1,61.8,59.0,6.41,6.37,3.95,4891.4281239486045
2.33,Ideal,I,VS2,62.4,57.0,8.52,8.47,5.31,19448.219824157153
0.71,Ideal,G,SI2,62.3,56.0,5.68,5.72,3.55,2452.8145097972083
1.2,Good,H,SI2,64.1,57.0,6.68,6.65,4.27,5591.011478625761
2.02,Ideal,J,SI2,62.7,56.9,8.03,8.07,5.05,13427.447050647264
0.38,Ideal,E,VS1,61.6,56.0,4.65,4.7,2.88,1018.2602460647627
1.51,Good,H,VVS2,63.1,59.0,7.26,7.28,4.59,13171.1669788594
0.51,Ideal,E,VS2,62.4,57.0,5.13,5.1,3.19,1747.7255882090485
0.5,Good,E,SI2,58.3,58.0,5.23,5.2,3.04,1183.4748710832773
0.31,Ideal,F,VS2,61.5,56.0,4.34,4.37,2.68,662.6876070956391
0.38,Premium,H,VS2,60.6,58.0,4.7,4.68,2.84,686.7076485487364
0.77,Ideal,I,VVS2,62.1,57.0,5.84,5.86,3.63,4849.294414902761
2.05,Premium,I,VS2,62.5,59.0,8.07,8.12,5.06,16399.438786796214
2.01,Very Good,J,SI1,61.6,60.0,7.99,8.02,4.93,14740.605471946365
1.01,Ideal,F,VS2,61.9,55.0,6.47,6.45,4.0,5771.71305127059
0.23,Very Good,D,VVS2,62.4,53.0,3.94,3.95,2.46,419.5654509497548
1.0,Very Good,E,SI2,61.9,59.0,6.39,6.43,3.97,3997.657579013844
1.07,Very Good,F,VVS1,60.2,58.0,6.57,6.65,3.98,8186.715829563378
1.02,Very Good,E,SI2,63.3,58.0,6.31,6.4,4.02,4467.149588200156
0.31,Ideal,F,VS2,61.6,55.0,4.37,4.36,2.69,599.3034975070291
0.32,Ideal,F,VVS2,62.0,55.0,4.41,4.39,2.73,764.1061485994142
0.36,Very Good,G,SI1,61.8,57.8,4.52,4.58,2.81,598.6910114322532
1.06,Very Good,F,SI2,60.0,59.0,6.6,6.63,3.97,4249.686998791546
0.91,Very Good,J,SI2,62.0,56.0,6.18,6.23,3.85,3365.018462263978
0.74,Ideal,G,SI1,61.9,56.0,5.8,5.83,3.6,2874.817994114871
0.26,Ideal,E,VVS2,62.5,55.0,4.09,4.07,2.55,500.1974855437006
2.41,Premium,H,SI2,58.7,61.0,8.85,8.76,5.17,16129.843094875532
0.41,Very Good,E,SI1,60.5,61.0,4.78,4.8,2.9,596.822764133055
0.41,Good,I,VVS2,63.9,55.0,4.74,4.71,3.02,1072.965778901656
1.1,Ideal,G,SI1,62.2,56.6,6.56,6.6,4.09,5960.072961590943
0.3,Ideal,D,VS2,61.8,55.0,4.27,4.3,2.65,670.9533296373224
0.9,Very Good,E,SI1,60.1,58.0,6.25,6.29,3.77,3638.277887025414
0.7,Ideal,H,SI1,62.0,55.0,5.71,5.68,3.53,2520.1258979693607
0.41,Premium,E,SI1,62.3,56.0,4.78,4.76,2.97,734.2896375489936
2.01,Premium,F,SI2,61.3,61.0,8.02,7.96,4.9,13063.0701834431
0.57,Ideal,F,VS2,62.3,55.0,5.36,5.3,3.32,2087.08718102722
0.31,Ideal,H,SI1,62.7,56.0,4.33,4.38,2.73,702.5313313678666
0.53,Good,E,SI1,64.1,54.0,5.11,5.16,3.29,1277.403443154817
0.72,Very Good,I,VS2,61.1,56.0,5.76,5.79,3.53,2936.323203298961
0.67,Good,G,VS2,57.5,60.1,5.78,5.83,3.34,2035.569680357029
1.23,Ideal,F,SI2,62.3,58.0,6.8,6.84,4.25,6359.511753414046
0.5,Very Good,E,VS2,63.6,59.0,4.99,5.04,3.19,1537.4009278743551
2.01,Good,J,SI1,59.6,61.0,8.08,8.14,4.83,14358.743543787316
1.54,Very Good,G,SI2,61.5,61.0,7.35,7.42,4.54,8556.599697725112
0.91,Premium,E,I1,59.6,59.0,6.29,6.32,3.76,2829.808098017827
1.06,Very Good,G,VS1,63.4,57.0,6.48,6.45,4.1,6504.827433985891
1.25,Ideal,G,SI2,61.6,57.0,6.91,6.98,4.28,6363.144908818134
0.34,Premium,E,SI1,59.3,58.0,4.55,4.59,2.71,381.5897864527169
0.53,Premium,E,VS2,61.4,58.0,5.24,5.19,3.2,1608.9863657064116
0.52,Ideal,F,VS1,62.2,55.0,5.14,5.18,3.21,1982.725886171157
0.26,Very Good,D,VS1,63.3,57.0,4.03,4.06,2.56,473.40313761352246
0.57,Premium,D,VS2,60.8,59.0,5.38,5.34,3.26,1863.9363563928969
1.2,Ideal,F,VS2,62.3,56.0,6.79,6.82,4.24,7691.496459858892
0.35,Ideal,D,VS2,61.6,56.0,4.56,4.53,2.8,750.2279458507992
0.32,Premium,E,VVS2,61.1,58.0,4.45,4.42,2.71,539.5216670315558
1.0,Very Good,F,VS2,62.9,59.0,6.3,6.33,3.97,5621.690005396842
0.92,Ideal,G,SI2,61.9,57.0,6.23,6.25,3.86,3786.407908566347
1.04,Good,G,VS1,63.8,57.0,6.4,6.43,4.09,6224.898894633469
0.4,Ideal,G,VVS1,62.2,54.0,4.73,4.76,2.95,1319.7631167683749
0.51,Very Good,E,SI2,60.3,56.0,5.19,5.22,3.14,659.0370904625406
0.3,Ideal,H,SI1,62.1,55.0,4.3,4.33,2.68,631.5805123637633
0.34,Premium,H,VS1,60.6,60.0,4.45,4.49,2.71,696.6896718941562
1.02,Premium,E,VVS1,62.2,57.0,6.59,6.4,4.04,7724.753681298447
0.52,Ideal,D,SI2,61.2,57.0,5.2,5.22,3.19,1185.945546274721
0.71,Very Good,G,VVS2,61.2,58.0,5.68,5.72,3.49,3965.3649910083327
1.02,Premium,H,VS2,62.5,60.0,6.43,6.38,4.0,5805.126351666489
0.9,Very Good,G,VS2,62.4,60.0,6.07,6.11,3.8,4739.365541038966
1.01,Good,D,SI2,57.6,62.0,6.56,6.66,3.81,3530.0397716282278
0.38,Very Good,D,VS2,63.1,55.0,4.6,4.59,2.9,709.6072026730981
0.52,Ideal,H,VS2,62.0,57.0,5.12,5.08,3.16,1903.3466660242186
0.53,Ideal,F,SI1,61.8,56.0,5.19,5.23,3.22,1526.4522622988516
0.31,Ideal,D,VS2,62.0,55.0,4.38,4.36,2.71,578.3222464597629
0.7,Very Good,H,VS1,62.2,57.0,5.67,5.72,3.54,3094.4896101502864
0.5,Good,E,SI1,64.0,56.0,5.03,4.9,3.18,983.5077325031707
0.32,Ideal,D,VVS2,62.0,55.0,4.39,4.41,2.73,810.085311952464
